# StainedGlass Shader Profiler
# Configuration: Hybrid
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:50:04
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
525,2.479,0.000,500,Hybrid,0
526,2.512,0.000,500,Hybrid,0
527,2.595,0.000,500,Hybrid,0
528,2.627,0.000,500,Hybrid,0
529,4.074,0.000,500,Hybrid,0
530,3.534,0.000,500,Hybrid,0
531,3.451,0.000,500,Hybrid,0
532,3.361,0.000,500,Hybrid,0
533,3.301,0.000,500,Hybrid,0
534,3.591,0.000,500,Hybrid,0
535,3.570,0.000,500,Hybrid,0
536,3.539,0.000,500,Hybrid,0
537,3.290,0.000,500,Hybrid,0
538,3.203,0.000,500,Hybrid,0
539,3.819,0.000,500,Hybrid,0
540,3.964,0.000,500,Hybrid,0
541,3.981,0.000,500,Hybrid,0
542,3.834,0.000,500,Hybrid,0
543,3.697,0.000,500,Hybrid,0
544,3.851,0.000,500,Hybrid,0
545,3.144,0.000,500,Hybrid,0
546,3.879,0.000,500,Hybrid,0
547,3.904,0.000,500,Hybrid,0
548,3.751,0.000,500,Hybrid,0
549,3.996,0.000,500,Hybrid,0
550,4.062,0.000,500,Hybrid,0
551,4.088,0.000,500,Hybrid,0
552,4.116,0.000,500,Hybrid,0
553,4.809,0.000,500,Hybrid,0
554,5.884,0.000,500,Hybrid,0
555,7.116,0.000,500,Hybrid,0
556,6.873,0.000,500,Hybrid,0
557,6.545,0.000,500,Hybrid,0
558,6.883,0.000,500,Hybrid,0
559,6.573,0.000,500,Hybrid,0
560,6.271,0.000,500,Hybrid,0
561,3.217,0.000,500,Hybrid,0
562,3.259,0.000,500,Hybrid,0
563,3.319,0.000,500,Hybrid,0
564,3.846,0.000,500,Hybrid,0
565,4.016,0.000,500,Hybrid,0
566,3.779,0.000,500,Hybrid,0
567,3.701,0.000,500,Hybrid,0
568,3.590,0.000,500,Hybrid,0
569,4.649,0.000,500,Hybrid,0
570,4.438,0.000,500,Hybrid,0
571,3.954,0.000,500,Hybrid,0
572,3.741,0.000,500,Hybrid,0
573,3.615,0.000,500,Hybrid,0
574,3.792,0.000,500,Hybrid,0
575,3.698,0.000,500,Hybrid,0
576,3.529,0.000,500,Hybrid,0
577,2.891,0.000,500,Hybrid,0
578,3.825,0.000,500,Hybrid,0
579,3.864,0.000,500,Hybrid,0
580,3.663,0.000,500,Hybrid,0
581,3.585,0.000,500,Hybrid,0
582,3.728,0.000,500,Hybrid,0
583,3.823,0.000,500,Hybrid,0
584,3.906,0.000,500,Hybrid,0
585,3.626,0.000,500,Hybrid,0
586,3.313,0.000,500,Hybrid,0
587,3.430,0.000,500,Hybrid,0
588,3.521,0.000,500,Hybrid,0
589,3.666,0.000,500,Hybrid,0
590,3.531,0.000,500,Hybrid,0
591,3.461,0.000,500,Hybrid,0
592,3.702,0.000,500,Hybrid,0
593,3.328,0.000,500,Hybrid,0
594,3.929,0.000,500,Hybrid,0
595,3.841,0.000,500,Hybrid,0
596,3.680,0.000,500,Hybrid,0
597,3.933,0.000,500,Hybrid,0
598,3.836,0.000,500,Hybrid,0
599,3.819,0.000,500,Hybrid,0
600,3.909,0.000,500,Hybrid,0
